id,name,university,domain,depts,field,dupct,url
46964,Luis T G D Valle,University of Colorado Boulder,colorado.edu,"Spanish</li><li>Hispanic and Luso Brazilian Literatures and Languages</li><li>Spanish and Portuguese</li><li>Spanish and Portuguese Languages and Literatures</li><li>Spanish Language and Literature</li><li>Hispanic and Luso-Brazilian Literatures and Linguistics</li><li>Spanish and Portuguese Languages and Cultures</li><li>Hispanic and Luso Literatures, Cultures and Linguistics</li><li>Hispanic Languages and Literatures</li><li>Portuguese",Spanish and Portuguese Language and Literature,1,http://www.colorado.edu/news/releases/2000/08/24/cu-professor-luis-gonzalez-del-valle-awarded-silver-medal-galicia
47077,Matthew B Mcqueen,University of Colorado Boulder,colorado.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.colorado.edu/neuroscienceprogram/mcqueen.html
47722,Terrence Mccabe,University of Colorado Boulder,colorado.edu,Geography</li><li>Geodetic Science and Surveying</li><li>Geodetic Science</li><li>Geography and Geographic Information Science,Geography,2,http://www.colorado.edu/ibs/es/mccabejt/
48725,James G Fadel,University of California Davis,ucdavis.edu,Animal Sciences</li><li>Animal Science</li><li>Zoology</li><li>Animal Biology</li><li>Fisheries and Wildlife</li><li>Animal Behavior</li><li>Aquatic and Fishery Sciences</li><li>Large Animal Clinical Sciences</li><li>Dairy Science</li><li>Fisheries,Animal Sciences,2,http://animalscience.ucdavis.edu/faculty/fadel/
49022,Kevin J Grimm,University of California Davis,ucdavis.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://humandevelopment.ucdavis.edu/people/index.php
49655,Sebastiaan Faber,University of California Davis,ucdavis.edu,"Spanish</li><li>Hispanic and Luso Brazilian Literatures and Languages</li><li>Spanish and Portuguese</li><li>Spanish and Portuguese Languages and Literatures</li><li>Spanish Language and Literature</li><li>Hispanic and Luso-Brazilian Literatures and Linguistics</li><li>Spanish and Portuguese Languages and Cultures</li><li>Hispanic and Luso Literatures, Cultures and Linguistics</li><li>Hispanic Languages and Literatures</li><li>Portuguese",Spanish and Portuguese Language and Literature,1,http://spanish.ucdavis.edu/sites/spanish.ucdavis.edu/files/boletin2010.pdf
49737,Stimson F B,University of California Davis,ucdavis.edu,Performance Studies</li><li>Theatre</li><li>Theatre Arts</li><li>Theatre and Dance</li><li>Culture and Performance Studies</li><li>Dramatic Art</li><li>Theater Studies</li><li>Theatre and Drama</li><li>Drama</li><li>Drama and Theatre,Theatre and Performance Studies,1,http://arts.ucdavis.edu/faculty-profile/blake-stimson-cinema-technocultural-studies
49913,Wolfgang Polonik,University of California Davis,ucdavis.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,2,http://www.stat.ucdavis.edu/~polonik/WP-personal-home.html
50362,George Farkas,University of California Irvine,uci.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://www.faculty.uci.edu/profile.cfm?faculty_id=5675
50674,Louis Narens,University of California Irvine,uci.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://www.imbs.uci.edu/~lnarens/narens.html
50983,Sora Y Han,University of California Irvine,uci.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://www.faculty.uci.edu/profile.cfm?faculty_id=5725
51313,Barbara Lawrence,University of California Los Angeles,ucla.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.anderson.ucla.edu/faculty/management-and-organizations/faculty/lawrence
51687,Francisco J Buera,University of California Los Angeles,ucla.edu,Economics</li><li>Applied Economics</li><li>Development</li><li>Economics and Business</li><li>Applied Economics and Management</li><li>Health Care Management and Economics</li><li>Economics and International Affairs,Economics,2,http://www.econ.ucla.edu/faculty/regular/Buera.html
51708,Gail G Harrison,University of California Los Angeles,ucla.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://people.healthsciences.ucla.edu/institution/personnel?personnel_id=239254
52030,Jose L Passos,University of California Los Angeles,ucla.edu,"Spanish</li><li>Hispanic and Luso Brazilian Literatures and Languages</li><li>Spanish and Portuguese</li><li>Spanish and Portuguese Languages and Literatures</li><li>Spanish Language and Literature</li><li>Hispanic and Luso-Brazilian Literatures and Linguistics</li><li>Spanish and Portuguese Languages and Cultures</li><li>Hispanic and Luso Literatures, Cultures and Linguistics</li><li>Hispanic Languages and Literatures</li><li>Portuguese",Spanish and Portuguese Language and Literature,1,http://www.spanport.ucla.edu/person/jose-luiz-passos/
52068,Karl Lorenz,University of California Los Angeles,ucla.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://www.geronet.ucla.edu/component/labels/symptomatic-care
52164,Leobardo Estrada,University of California Los Angeles,ucla.edu,Planning</li><li>Urban and Regional Planning and Design</li><li>Urban and Regional Planning</li><li>Urban Planning</li><li>Urban Planning and Policy</li><li>Planning and Public Administration</li><li>Urban Studies and Planning,Urban Studies and Planning,1,http://publicaffairs.ucla.edu/leobardo-estrada
52320,Megan M Sweeney,University of California Los Angeles,ucla.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://www.sociology.ucla.edu/faculty/megan-sweeney
52378,Mike Rose,University of California Los Angeles,ucla.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://gseis.ucla.edu/directory/mike-rose/
52420,Nico Voigtlander,University of California Los Angeles,ucla.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://www.anderson.ucla.edu/faculty/nico.v/
52432,Nola Kennedy,University of California Los Angeles,ucla.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://portal.ctrl.ucla.edu/sph/institution/personnel?personnel_id=311788
52607,Robert A Rhoads,University of California Los Angeles,ucla.edu,"Education</li><li>Teaching and Learning</li><li>Teaching and Teacher Education</li><li>Teacher Education</li><li>Work, Community and Family Education</li><li>Science Education</li><li>Science and Mathematics Education</li><li>Teaching and Learning, Policy and Leadership</li><li>Teaching, Learning, Policy and Leadership</li><li>Education Teaching and Learning",Teacher Education and Professional Development,1,http://www.international.ucla.edu/asia/person/1138
52648,Robert Zeithammer,University of California Los Angeles,ucla.edu,"Statistics</li><li>Statistical Science</li><li>Measurement, Statistics and Evaluation</li><li>Statistics and Applied Probability</li><li>Biostatistics - Public Health</li><li>Survey Methodology</li><li>Mathematical Statistics</li><li>Measurement and Quantitative Methods</li><li>Biostatistics and Public Health</li><li>Biostatistics",Statistics and Probability,1,http://www.anderson.ucla.edu/faculty/marketing/faculty/zeithammer
52698,Sander Greenland,University of California Los Angeles,ucla.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://www.ph.ucla.edu/epi/faculty/greenland/index.htm
